distance_km,traffic_level,prep_time_min,delivery_time_min
6.25,2,11.0,44.2
6.85,3,12.2,49.7
5.11,1,7.9,36.6
3.85,1,14.3,41.5
8.56,1,10.4,43.7
8.58,2,6.1,52.0
1.66,2,7.8,30.9
7.86,1,8.4,41.5
5.22,2,15.3,43.7
3.44,1,12.5,23.6
2.49,3,10.4,37.0
4.79,2,12.1,45.2
6.06,2,10.0,48.7
10.06,2,10.5,65.9
3.78,2,14.2,42.5
10.81,2,12.8,60.7
6.21,2,11.9,50.7
3.48,2,11.6,41.6
5.39,2,10.4,34.5
3.33,1,14.6,35.9
3.74,2,11.4,36.5
12.75,3,14.1,81.9
4.28,1,5.1,30.9
2.36,3,17.1,47.3
4.41,2,10.3,37.5
9.83,1,7.6,49.0
3.66,2,15.1,34.5
8.77,1,17.1,53.5
2.52,1,16.4,41.1
3.52,1,14.7,37.4
5.57,1,11.9,37.4
7.14,2,11.7,46.2
2.53,2,17.8,43.3
8.47,1,10.7,48.8
7.61,1,14.6,47.9
4.24,2,16.3,42.4
4.63,3,15.6,53.1
4.06,2,4.2,26.6
4.19,2,12.1,38.2
4.71,3,3.0,37.2
5.58,2,15.7,46.0
9.3,2,14.8,62.7
4.01,2,10.4,41.6
2.6,1,6.8,23.1
8.6,3,9.4,59.4
5.89,1,7.9,35.6
4.3,3,13.6,44.2
6.34,1,11.8,39.6
7.69,1,18.8,50.5
3.3,2,8.5,35.4
4.72,1,6.3,31.2
2.75,1,20.0,34.0
8.65,2,8.9,45.2
4.17,1,6.0,30.7
10.03,2,14.3,64.3
11.27,1,18.1,60.5
6.06,1,12.3,43.4
8.71,2,13.8,60.6
2.89,1,15.0,32.0
5.64,2,9.3,46.2
5.14,2,12.3,42.0
9.72,1,15.4,55.1
2.71,2,10.4,30.3
5.43,3,19.7,53.6
1.36,1,6.5,19.7
6.27,3,8.0,55.6
4.24,1,10.2,30.9
4.96,1,9.1,35.6
3.01,2,10.5,34.7
5.69,2,14.6,46.0
5.12,1,19.2,42.7
2.32,3,5.9,32.4
10.29,1,8.9,48.5
9.28,1,6.4,41.7
10.45,2,12.3,58.2
7.18,1,9.5,46.8
6.24,3,8.7,48.7
5.1,2,10.1,39.0
2.58,2,13.3,40.7
8.69,1,8.7,46.7
4.25,1,12.0,35.3
11.12,3,6.8,60.4
2.97,1,18.5,40.3
7.88,3,11.8,55.1
6.62,1,17.6,44.0
1.42,3,19.6,35.1
4.68,3,12.6,43.0
13.47,2,6.0,64.6
4.84,1,13.7,36.9
5.55,1,7.8,32.4
1.69,2,15.0,35.0
11.14,3,9.0,63.8
3.2,1,14.3,29.8
4.02,3,13.5,44.8
4.2,2,6.2,34.6
3.52,2,17.9,39.6
2.61,1,23.5,41.3
4.39,2,8.2,45.1
5.07,1,11.8,36.6
6.34,3,8.2,52.4
6.38,3,12.3,52.8
11.77,3,12.3,67.5
1.32,3,13.7,38.9
6.69,2,15.4,53.2
13.39,3,14.6,81.0
2.45,1,8.4,30.8
3.36,1,4.0,30.0
1.18,3,11.5,33.6
5.11,1,11.5,35.4
7.61,3,14.9,62.2
7.75,1,18.1,46.0
5.83,1,13.3,43.9
3.07,1,10.3,32.2
5.73,2,12.4,46.7
4.01,2,10.4,32.0
2.71,2,12.6,32.5
16.77,3,9.5,76.4
4.75,2,13.8,46.7
3.19,3,8.9,36.2
7.18,2,7.0,43.9
5.21,3,12.8,50.8
4.11,1,13.7,39.7
9.19,3,13.9,59.6
3.34,2,7.3,31.5
8.12,1,5.2,41.2
3.17,2,6.2,34.2
5.89,2,17.1,52.1
4.6,2,15.4,50.1
6.08,2,14.1,46.0
7.04,2,17.5,50.4
1.34,2,16.2,30.8
5.0,1,17.1,43.5
3.7,1,12.2,34.2
15.33,1,19.4,80.3
1.03,1,18.1,27.2
1.94,3,8.4,28.5
8.83,2,15.4,54.7
3.06,2,18.4,40.0
6.15,3,21.7,63.4
7.01,3,10.4,51.3
2.04,3,13.8,41.6
6.58,1,13.7,45.1
2.18,1,8.7,25.1
7.29,2,11.5,49.2
3.62,3,12.8,39.3
7.99,1,6.7,44.6
5.29,1,13.3,44.8
5.23,2,9.9,42.4
9.36,3,8.7,54.8
4.88,1,8.8,32.6
3.41,2,15.3,36.6
3.81,1,16.1,38.4
7.41,1,10.7,41.5
9.16,2,11.2,56.1
3.14,1,3.3,27.7
4.36,1,11.9,33.4
9.09,2,18.6,51.4
8.85,1,14.1,55.7
2.3,1,16.4,32.8
5.3,1,12.6,39.4
4.43,2,9.3,48.2
5.55,2,11.9,40.8
11.7,3,17.0,73.9
6.07,2,15.3,45.5
10.58,2,8.6,58.8
7.8,2,8.9,54.3
7.18,2,14.8,50.3
7.87,1,13.6,49.6
7.9,3,18.6,61.1
2.56,2,8.6,29.0
8.45,2,4.5,51.1
6.04,3,12.2,49.2
0.84,2,6.2,21.1
2.91,2,10.3,36.5
8.13,2,10.7,54.1
9.02,2,12.4,58.1
1.48,2,21.0,35.2
7.11,1,15.1,42.2
0.99,2,10.9,30.9
6.45,2,9.3,50.9
7.25,1,17.1,45.6
9.0,2,11.8,56.0
4.89,1,7.2,32.6
2.34,2,13.8,36.8
13.01,3,8.2,75.6
7.07,2,14.5,50.2
6.02,2,19.3,53.8
4.42,1,8.0,33.2
11.93,2,13.4,64.7
1.29,2,10.7,32.3
10.12,1,10.9,55.9
4.51,2,16.5,45.5
5.73,2,3.6,41.0
6.06,1,9.2,36.0
4.79,1,17.6,41.5
2.16,2,9.7,29.0
1.52,2,7.5,29.1
4.95,2,10.5,41.5
1.63,1,12.9,31.0
7.66,2,13.7,56.6
5.47,3,15.6,55.2
9.55,2,17.9,64.7
4.0,3,15.3,49.5
4.72,2,14.3,49.8
2.51,2,14.5,31.3
6.3,1,8.0,40.9
7.63,3,14.7,58.9
5.43,1,17.7,39.8
8.54,2,10.3,51.0
12.38,3,14.6,70.4
7.59,1,15.9,50.4
3.24,2,12.6,39.4
2.3,2,13.0,35.7
9.51,1,8.2,45.0
10.26,3,9.8,60.2
2.9,2,14.3,37.9
2.5,1,19.0,33.6
6.9,2,8.3,42.0
7.43,3,17.8,54.9
7.14,1,11.5,43.4
1.66,1,8.8,27.1
14.51,2,3.4,64.1
10.53,1,11.0,55.2
7.6,1,14.0,43.1
7.02,3,7.0,47.3
12.41,2,11.8,71.8
5.65,3,12.4,45.4
3.85,2,14.3,49.3
2.98,1,13.5,30.8
10.73,2,12.4,55.6
3.19,1,15.6,34.8
7.86,1,14.1,49.0
4.17,3,11.3,46.5
7.07,2,10.8,51.7
7.45,2,11.4,48.8
7.68,2,3.3,45.3
11.38,2,12.4,65.6
3.09,2,8.8,37.0
4.72,2,15.4,50.9
5.1,1,12.6,41.6
8.79,2,13.6,56.7
1.48,2,9.2,30.0
8.87,1,13.8,54.5
7.76,1,12.0,42.1
2.06,3,5.3,35.3
2.32,2,5.0,27.5
3.76,2,5.4,30.8
5.39,1,13.2,43.9
6.25,1,13.6,46.9
5.77,2,12.2,41.4
5.71,1,15.2,41.7
1.62,2,15.1,32.6
2.55,2,6.6,23.4
2.08,1,8.7,28.2
3.67,2,11.0,37.9
5.85,1,14.2,36.6
4.56,1,14.5,41.2
8.97,1,9.1,53.0
4.96,2,17.8,46.0
1.7,1,13.9,27.7
6.85,3,13.1,55.1
14.76,1,12.1,74.3
3.67,1,13.6,31.8
4.6,2,4.6,37.0
2.49,1,8.9,30.9
1.85,2,9.2,30.4
6.61,1,14.5,45.0
12.69,3,14.3,72.1
7.01,1,10.7,40.9
5.07,1,27.4,51.2
13.09,3,3.0,61.6
6.67,3,8.9,51.6
6.78,1,19.8,58.9
3.79,1,15.2,39.7
1.81,3,5.4,29.0
1.91,1,15.3,30.4
6.69,2,13.9,48.5
10.27,1,17.1,53.8
4.28,3,17.0,57.6
7.83,2,12.1,43.4
6.02,2,9.6,42.2
3.23,2,10.4,34.8
2.72,1,10.8,26.2
3.12,2,7.2,36.2
3.61,3,12.3,40.8
5.39,2,11.5,39.8
3.83,1,9.2,32.6
1.48,1,3.0,18.4
4.33,3,13.9,40.0
6.25,2,8.4,41.4
5.67,3,8.9,46.0
4.38,2,15.8,52.5
9.05,3,8.3,57.6
8.42,1,16.0,61.9
2.85,2,11.3,32.4
5.59,1,4.3,29.9
3.92,2,11.0,40.6
6.13,2,9.3,49.4
3.12,1,12.4,25.4
4.51,1,10.8,35.9
4.77,1,13.2,33.7
1.07,1,14.8,29.4
3.77,2,12.5,36.0
7.0,1,16.6,49.7
3.35,3,7.9,38.8
11.93,2,11.7,61.4
2.55,1,13.3,36.7
2.22,2,13.2,37.9
3.96,2,18.8,43.1
3.55,1,10.8,27.9
2.35,2,14.9,34.9
9.51,2,11.5,53.3
7.77,1,12.2,45.1
4.5,2,6.9,41.4
10.54,2,12.0,55.4
2.12,3,9.6,38.2
7.3,3,21.1,67.1
3.59,3,9.6,39.2
7.38,2,14.6,55.5
2.36,2,18.0,43.5
10.96,2,15.5,74.1
5.29,1,8.9,34.2
3.46,1,9.8,32.2
7.43,3,17.8,59.1
5.7,1,7.1,31.5
0.77,1,12.2,27.5
3.68,1,16.9,43.2
1.55,2,5.3,22.2
4.24,2,8.7,35.1
1.26,3,8.1,25.6
7.6,3,9.7,54.4
6.61,2,14.3,53.2
5.14,2,7.9,37.5
6.81,1,9.3,42.1
5.79,3,16.3,52.6
3.92,2,15.9,39.6
2.5,1,10.4,26.6
10.46,2,8.1,61.5
6.79,1,6.9,44.2
2.53,1,13.1,30.7
2.44,1,12.0,27.5
3.36,2,14.6,33.6
5.2,1,12.8,42.4
3.71,1,13.2,38.4
3.65,1,5.8,24.9
5.49,2,14.6,47.8
2.32,2,4.5,28.6
7.69,1,17.9,53.1
3.73,1,6.3,35.4
5.47,2,10.4,42.0
7.72,1,7.4,46.4
2.5,2,17.0,44.3
5.02,2,11.4,46.1
4.09,3,14.6,48.0
6.19,2,14.3,51.1
1.47,1,7.7,23.1
2.3,1,8.7,31.9
1.58,3,7.0,38.9
1.91,2,8.5,27.0
5.47,3,14.6,53.7
5.7,2,13.6,46.5
4.01,1,14.4,34.9
10.4,1,8.3,48.6
6.38,3,7.9,58.6
3.24,3,16.3,48.5
1.85,2,13.1,32.4
7.63,2,12.7,55.0
7.96,1,11.3,46.0
3.47,2,14.0,43.9
3.59,1,16.5,37.5
8.08,2,10.6,46.1
11.11,1,9.6,58.0
11.34,2,6.1,60.3
7.99,1,10.7,40.0
10.63,2,7.6,59.5
11.3,2,5.5,58.9
9.83,3,12.7,65.1
8.22,1,12.7,48.5
2.83,1,12.1,37.9
1.76,1,5.5,23.3
5.19,1,8.4,28.1
2.95,1,9.8,29.6
1.13,2,19.7,38.9
3.73,3,13.8,46.0
2.06,1,15.7,34.9
4.45,2,11.6,40.1
3.47,1,7.6,27.3
5.39,1,19.8,41.2
1.39,3,13.0,38.8
1.65,3,13.2,42.3
6.51,3,15.4,55.6
4.99,2,11.2,39.7
2.23,1,13.2,28.3
3.59,2,6.7,33.9
7.99,3,12.7,53.0
5.18,3,6.7,43.6
4.98,2,5.8,29.7
5.8,2,13.4,43.7
6.48,3,7.7,52.1
4.28,2,9.7,41.0
7.78,2,11.6,51.1
1.97,2,11.2,34.2
3.64,2,17.1,44.5
2.87,2,11.4,30.0
3.2,2,14.1,36.9
3.83,2,14.9,47.9
16.14,1,5.4,66.9
2.01,1,5.9,23.8
4.12,2,13.3,39.2
3.47,2,9.6,34.4
7.76,2,7.4,47.7
4.02,3,14.9,46.0
2.47,1,13.3,29.6
9.9,1,10.1,59.4
4.13,1,14.2,34.2
2.71,1,3.0,34.5
3.73,2,11.5,43.6
4.22,3,15.7,39.0
4.66,1,14.4,37.9
3.71,2,11.9,45.7
4.13,2,16.6,44.8
5.7,1,14.2,38.7
4.38,2,10.4,40.1
6.75,1,12.6,46.2
4.03,1,14.7,35.6
3.81,1,13.8,29.9
5.76,2,9.6,45.6
6.72,2,3.0,38.8
5.92,1,20.1,52.9
7.25,2,10.5,51.7
9.99,2,3.0,51.3
1.93,1,7.6,19.0
6.76,2,12.8,50.2
7.91,1,4.1,39.7
12.48,1,13.6,71.7
3.44,1,11.1,29.5
4.88,1,17.2,41.3
1.04,2,8.4,24.0
1.78,3,12.0,36.9
4.65,2,17.6,45.2
2.29,1,14.7,36.1
2.19,2,9.9,38.1
2.81,2,11.1,34.2
3.37,2,12.3,38.0
2.56,2,4.6,30.0
1.47,1,13.6,18.4
6.69,3,13.7,57.0
3.05,3,8.9,34.9
15.02,1,9.1,63.6
3.73,1,12.4,35.2
4.06,2,16.6,37.8
4.62,3,9.1,42.7
7.42,1,10.4,43.6
5.3,3,9.8,47.4
2.98,2,11.6,41.1
8.97,2,14.1,54.6
6.61,1,7.7,39.9
7.5,3,3.2,49.9
3.09,2,10.8,35.9
1.99,1,17.4,32.7
6.36,2,8.3,40.1
1.45,2,14.6,23.2
3.96,3,12.4,41.8
4.99,2,7.4,40.4
1.66,2,12.7,28.8
4.61,2,9.0,39.4
4.56,3,10.0,52.0
5.91,2,10.5,47.3
3.35,1,7.2,28.3
7.0,2,11.1,50.0
2.44,3,17.8,43.0
7.67,3,13.3,61.6
2.95,2,17.3,40.9
1.01,2,7.6,25.9
9.1,2,22.3,56.6
2.41,2,14.1,33.6
9.77,2,13.1,55.6
2.57,2,9.3,31.5
2.27,2,7.8,24.0
11.95,3,12.0,73.8
8.42,2,17.4,63.1
6.18,1,13.0,43.4
4.9,1,21.6,50.5
5.68,2,10.5,43.4
4.11,3,5.9,37.1
2.79,2,9.9,28.2
4.39,2,17.1,47.5
4.27,2,16.7,44.6
10.56,2,7.3,58.7
5.98,2,8.6,42.1
1.33,2,16.6,31.5
5.01,2,4.6,32.6
5.77,3,14.3,52.5
4.31,3,8.0,43.6
7.47,1,10.4,45.0
5.29,2,9.7,40.4
12.65,3,15.0,79.7
4.31,3,17.1,50.3
8.08,1,9.6,43.3
3.57,1,16.5,34.8
6.14,3,14.1,51.4
5.23,3,7.9,45.4
8.92,1,8.7,46.8
4.19,2,13.1,41.8
7.85,1,10.4,43.4
5.96,1,10.1,41.1
7.81,1,15.4,52.3
6.93,1,13.3,48.2
6.6,1,6.8,40.4
7.18,2,16.5,50.9
5.52,2,14.5,46.7
5.29,2,13.7,42.2
1.79,2,14.2,37.1
4.41,2,6.2,36.4
5.55,1,12.3,39.6
2.96,1,8.5,27.3
2.52,1,10.2,24.0
1.94,2,18.7,39.5
5.03,2,9.9,50.8
2.89,2,17.9,42.3
1.53,3,10.8,32.1
2.99,1,11.7,33.0
6.98,1,15.2,45.7
4.65,2,14.0,43.1
2.54,1,5.6,23.3
5.16,2,13.5,43.1
2.83,3,9.0,41.6
9.17,2,10.6,50.4
9.4,1,13.1,51.2
5.55,3,9.6,50.2
2.35,3,3.9,36.2
1.56,1,11.7,27.5
3.96,2,11.1,44.2
3.29,1,9.2,36.9
1.86,1,7.3,15.3
4.81,1,11.2,30.9
5.39,1,11.9,38.1
4.79,2,10.3,35.2
3.67,1,15.9,40.0
8.84,1,11.1,49.6
9.75,2,12.3,55.4
1.3,1,6.1,21.1
3.44,1,10.7,33.8
11.34,2,20.9,75.3
2.88,3,4.2,28.5
16.14,2,15.2,86.1
4.6,1,12.7,34.8
7.68,2,11.3,47.7
7.19,3,11.3,56.4
3.63,2,12.2,38.9
6.12,1,5.7,31.2
3.52,3,17.9,47.3
6.27,1,13.4,39.9
4.26,1,17.1,41.9
4.91,2,13.8,51.8
4.45,1,14.7,34.9
5.33,2,14.8,52.0
2.85,2,12.8,35.9
5.18,1,18.3,40.1
9.27,3,13.3,69.7
3.21,1,13.1,33.6
4.74,1,9.3,35.5
5.08,1,11.0,34.7
3.92,1,16.8,43.0
8.09,3,10.0,54.3
2.16,2,15.2,36.6
8.55,2,12.1,56.0
4.84,3,5.9,46.8
6.52,2,15.0,52.8
4.4,3,12.0,47.0
3.99,2,11.6,39.0
7.89,3,16.2,57.9
5.77,1,13.2,45.0
5.28,3,7.7,49.8
6.8,1,13.1,46.8
5.01,2,9.3,43.3
3.84,1,8.5,30.7
4.29,1,18.4,41.8
4.99,2,3.2,30.5
6.65,1,10.1,46.1
4.28,1,9.8,41.3
2.17,1,15.1,27.3
8.61,3,16.6,59.2
4.66,2,9.0,40.5
3.11,1,3.0,26.9
5.43,1,19.4,42.1
2.23,2,8.6,31.7
1.94,2,10.9,32.4
5.09,2,10.6,39.8
3.01,3,10.5,39.3
5.3,2,12.5,44.5
4.92,1,8.1,32.8
1.72,1,14.1,33.2
5.52,3,15.1,54.8
3.54,1,9.0,23.8
2.92,1,8.6,31.0
7.23,2,16.4,49.6
3.93,2,17.6,38.1
4.12,2,14.4,45.9
3.54,1,15.3,35.2
4.56,1,3.9,29.3
13.22,2,13.0,71.6
5.74,2,12.7,41.5
4.72,1,11.7,43.3
3.09,2,15.6,36.2
6.94,1,16.2,56.7
1.93,1,12.0,29.4
4.61,1,11.1,37.4
11.82,2,18.0,70.0
0.98,1,10.2,22.8
9.72,1,9.7,47.4
5.71,2,15.7,47.6
2.62,2,11.5,32.4
6.82,1,19.0,51.0
4.96,1,18.7,40.4
2.62,2,16.0,41.1
2.76,3,13.0,38.4
6.89,1,12.6,42.8
5.73,2,10.6,47.2
5.94,2,20.8,53.3
7.75,1,13.2,51.2
7.53,1,14.0,48.2
11.56,1,13.2,54.7
17.26,1,12.2,72.9
10.92,1,7.0,48.4
6.7,2,14.0,42.6
3.53,1,16.2,36.8
3.9,2,7.8,39.0
7.0,2,4.2,46.0
1.34,2,10.1,24.3
3.28,1,11.5,30.4
7.51,3,14.3,56.0
5.8,1,9.3,31.1
5.54,1,13.7,33.3
3.05,2,8.6,32.7
5.9,3,4.4,44.5
6.26,2,16.5,49.3
7.71,2,12.0,45.7
4.55,2,9.9,44.3
2.71,1,9.0,28.2
11.46,2,14.5,65.6
2.5,1,6.7,21.7
4.56,1,12.8,33.6
4.13,2,16.8,51.7
2.88,2,10.3,42.0
1.76,1,15.0,32.8
6.28,1,18.0,44.3
2.52,1,21.3,31.1
3.46,1,16.2,35.7
3.83,1,8.4,27.8
4.45,1,6.6,30.9
3.74,1,11.3,35.5
10.74,3,19.9,69.8
6.74,3,11.4,52.5
8.17,1,15.9,50.5
3.42,1,14.4,34.1
3.46,1,20.7,33.6
1.04,1,12.2,21.2
10.18,1,11.5,52.4
1.76,2,9.6,27.4
0.98,1,13.5,28.3
5.87,1,14.0,45.9
2.99,2,12.9,36.2
7.78,1,15.0,57.3
4.01,1,13.3,38.7
4.45,2,10.5,42.7
3.88,2,12.1,37.9
9.71,1,11.1,50.9
6.57,2,13.5,50.4
5.26,3,12.7,44.6
8.99,1,19.6,57.6
1.95,1,13.2,24.5
0.98,2,8.6,25.1
0.78,1,11.3,28.2
5.47,1,5.8,33.4
6.41,2,11.4,45.9
3.36,2,13.8,41.5
5.6,2,10.3,37.8
0.79,2,17.4,35.5
7.88,2,12.8,52.3
4.26,3,9.4,41.9
11.26,1,15.5,61.2
12.72,1,15.0,65.9
8.03,1,11.6,48.0
2.02,2,13.8,27.4
8.71,2,8.7,48.6
3.49,1,16.6,39.6
12.72,1,6.0,52.3
5.23,1,11.0,42.1
2.08,1,7.5,23.3
9.45,2,11.9,52.4
5.8,2,5.2,50.4
1.85,3,13.0,41.0
14.06,1,12.1,70.1
3.39,1,7.0,25.2
7.65,1,13.5,48.3
4.55,2,5.3,30.2
4.94,2,9.9,40.8
2.48,2,12.2,35.1
6.43,1,10.6,44.6
4.68,1,14.5,39.4
5.96,1,6.7,39.3
3.87,3,5.5,41.0
7.17,1,17.6,57.4
5.76,2,6.5,43.3
7.15,2,18.7,54.0
2.82,3,14.4,45.2
3.75,2,15.5,37.3
3.16,2,11.5,35.6
3.17,1,8.4,30.8
6.42,2,11.8,49.2
4.93,1,12.2,37.5
2.93,3,9.8,35.6
4.58,3,7.4,42.7
10.63,2,14.3,55.6
5.31,1,9.4,40.1
2.56,2,15.0,40.0
4.01,1,13.5,31.3
6.49,3,18.0,58.3
1.46,2,15.7,34.9
1.17,1,3.0,16.0
2.22,2,13.6,38.6
4.62,2,12.5,42.0
2.86,2,21.8,37.9
4.53,3,11.2,37.5
6.1,1,10.9,45.9
3.53,1,10.9,32.1
4.41,2,11.6,36.4
4.25,1,9.4,28.1
7.36,1,19.1,58.2
6.19,2,13.6,50.7
6.47,2,14.3,43.0
4.96,3,17.2,49.8
2.75,1,6.8,24.2
2.83,2,18.4,43.5
5.72,1,10.9,36.6
3.25,2,13.6,40.1
3.74,2,9.9,36.0
2.41,3,9.5,32.3
6.11,2,10.2,45.2
4.51,2,13.9,43.2
3.32,3,14.0,42.1
4.02,3,12.9,40.3
4.69,1,16.5,38.9
8.47,3,10.5,50.9
9.59,2,6.7,48.3
1.94,1,8.3,24.0
7.28,2,10.6,45.2
8.19,3,16.3,61.6
3.54,2,15.2,37.0
4.85,1,15.5,45.3
2.12,1,14.5,33.3
3.34,3,9.2,40.3
2.09,2,10.0,30.7
3.39,3,4.1,30.9
5.36,2,12.6,43.2
4.79,1,9.1,35.0
8.38,1,13.0,42.0
2.47,1,13.2,33.7
5.83,2,9.5,42.9
6.22,1,20.1,45.8
2.42,2,10.8,34.5
7.89,2,8.3,52.2
9.72,2,17.1,61.3
7.57,1,9.2,44.9
10.1,1,19.2,62.3
3.68,3,15.2,45.3
3.82,2,6.9,32.4
4.45,1,11.2,37.8
6.68,3,16.1,61.0
7.09,2,14.5,51.3
19.26,2,15.7,89.1
2.95,3,14.8,47.6
6.25,1,14.2,41.7
3.72,1,10.8,31.2
4.74,2,10.9,41.6
2.19,2,13.4,37.8
5.89,3,15.1,52.8
5.62,1,15.1,37.1
7.19,1,9.1,40.1
6.76,3,10.1,54.1
6.26,2,21.4,57.8
1.7,1,14.8,32.6
9.54,2,10.9,55.0
3.1,1,7.3,26.5
8.01,2,12.7,55.8
6.59,1,13.8,42.1
6.04,1,10.9,44.8
5.46,3,7.7,40.6
4.93,1,17.8,48.3
6.8,2,11.0,43.5
3.76,2,13.6,40.5
5.58,2,13.6,44.8
2.07,3,10.1,32.2
2.93,1,15.0,37.5
1.58,1,9.5,26.0
4.14,2,9.5,39.5
6.0,1,19.4,53.2
7.12,2,12.6,54.5
2.05,1,13.4,32.1
3.79,1,9.0,32.9
3.58,2,15.1,43.8
10.91,1,13.8,59.5
5.35,2,12.4,42.4
4.17,2,14.9,45.3
6.08,3,13.7,47.4
9.88,3,7.5,55.2
2.85,1,11.7,30.8
4.02,2,9.7,37.2
4.17,1,8.1,33.8
4.04,2,14.3,39.5
3.86,3,3.2,36.5
2.07,2,13.5,33.5
7.54,2,11.1,56.6
6.29,1,17.5,44.4
3.43,2,15.4,43.1
6.09,3,15.0,53.8
3.41,1,13.9,39.2
6.63,1,5.0,36.4
6.46,2,10.0,43.3
2.23,1,7.8,21.9
1.72,1,12.4,22.9
4.83,2,13.2,35.5
2.54,2,10.5,35.9
7.92,2,9.3,42.9
2.65,3,12.4,36.1
3.23,2,10.6,34.9
4.6,2,10.1,35.0
6.14,1,20.9,48.8
5.58,2,10.2,41.4
6.27,1,9.3,31.7
7.27,2,12.0,52.4
4.27,3,11.9,45.1
4.66,2,15.5,44.1
4.39,2,19.7,40.3
4.78,1,7.3,32.6
4.24,3,19.1,50.8
6.16,1,13.6,46.1
5.59,3,9.9,50.0
5.99,1,8.7,43.6
5.2,1,17.6,39.2
11.41,2,6.3,62.6
2.93,2,9.1,37.9
6.1,2,17.4,48.7
12.68,1,3.2,53.6
5.65,3,9.0,45.6
3.21,1,17.0,36.0
2.59,2,12.6,36.1
10.15,3,10.6,65.0
2.44,2,14.8,36.6
3.67,2,4.5,26.2
14.92,3,7.5,77.4
6.01,2,14.2,46.5
4.97,1,9.7,36.7
6.0,2,4.3,41.7
8.38,1,21.1,51.4
11.29,1,11.6,52.1
3.91,2,14.9,41.6
2.88,1,13.8,31.9
4.64,3,12.1,48.1
2.79,2,9.5,29.4
1.13,1,11.7,27.9
9.65,2,3.9,51.8
6.77,1,8.4,34.8
3.42,2,15.8,49.4
1.95,1,11.0,26.3
2.62,2,10.2,35.4
8.55,2,12.3,57.7
5.36,1,13.8,39.7
6.25,1,15.2,40.8
2.02,2,11.4,32.5
2.78,1,9.3,24.8
6.29,3,7.6,46.3
12.39,1,10.0,60.6
4.28,1,5.8,27.7
4.73,2,12.8,45.0
6.72,2,9.8,48.3
4.16,2,14.0,44.0
6.3,1,11.1,46.0
11.98,2,9.5,68.5
2.06,1,9.0,26.8
8.51,2,13.9,55.7
2.04,3,8.4,37.6
2.34,3,11.8,42.6
3.63,3,17.9,43.2
1.46,1,17.0,33.8
3.04,3,12.3,42.2
7.61,1,13.0,49.0
2.05,2,14.1,42.9
4.33,1,14.1,46.1
6.68,2,10.7,42.4
7.8,1,8.9,46.7
2.62,2,5.7,33.1
3.8,1,17.0,35.3
1.86,1,16.7,33.0
2.25,3,18.3,48.9
2.79,1,11.8,31.5
3.43,1,15.5,39.3
3.34,1,16.2,31.8
1.15,2,14.7,34.2
2.96,1,17.8,34.0
3.36,1,13.0,39.0
6.21,2,9.3,38.6
3.88,2,19.3,43.9
2.42,2,7.3,27.0
3.27,2,14.9,35.0
2.18,3,10.6,43.5
9.23,2,16.1,63.3
8.86,1,8.9,47.3
7.76,1,11.3,44.1
3.91,2,9.1,35.4
4.0,1,16.2,35.7
4.39,1,9.6,35.9
3.9,2,6.7,36.4
14.76,2,8.1,74.3
6.43,1,11.5,43.1
2.87,2,11.7,36.5
4.21,2,7.6,30.9
4.85,2,18.6,52.1
7.89,1,4.5,42.3
4.47,2,10.8,42.9
15.38,3,9.2,85.3
2.08,2,9.8,29.9
4.88,2,11.3,33.2
6.22,2,6.5,41.4
2.31,2,8.2,34.9
5.05,2,9.9,42.7
3.09,2,7.7,34.9
4.19,1,13.8,35.3
3.11,1,8.0,29.9
2.09,1,17.1,32.6
9.79,2,6.8,60.6
5.75,3,18.5,57.0
2.67,2,10.6,27.1
4.65,2,20.4,44.4
5.17,1,12.8,37.3
2.91,1,12.4,31.9
5.2,1,14.4,45.7
4.76,3,3.0,42.7
11.46,3,7.3,61.8
7.48,1,9.0,43.6
6.96,1,6.3,40.4
3.48,3,14.7,38.8
13.62,3,23.1,94.6
5.99,1,3.0,30.3
3.01,3,8.2,41.6
3.4,2,12.6,40.5
5.34,2,9.1,34.1
5.92,1,15.0,49.0
20.0,1,10.9,89.9
2.66,2,14.6,38.0
5.24,1,18.3,51.7
1.24,3,12.4,38.2
6.66,1,14.6,48.5
2.76,2,10.6,39.0
8.84,3,7.8,49.9
4.36,2,13.9,46.5
2.06,1,11.9,29.4
2.56,1,10.5,29.9
3.65,2,9.6,31.0
8.96,2,8.9,57.1
7.7,3,13.4,59.5
5.26,1,11.6,36.0
5.96,2,6.1,40.7
6.86,1,11.0,47.9
5.52,1,16.8,46.8
5.5,1,15.9,41.0
2.42,2,11.2,32.7
3.61,1,13.2,43.3
1.71,2,10.4,25.8
3.23,2,20.3,45.1
9.02,1,14.4,56.0
5.42,1,10.7,42.7
4.33,2,16.1,40.9
3.83,2,10.3,42.0
9.73,2,10.4,58.0
2.5,1,6.1,24.7
2.71,3,8.5,44.6
2.14,1,9.1,32.4
2.25,3,9.3,39.7
5.02,2,8.2,41.7
8.52,1,12.1,45.7
4.91,2,8.7,36.8
3.41,1,18.4,36.2
5.39,1,10.3,42.9
9.84,2,6.9,48.1
2.35,2,14.3,37.1
3.03,2,11.9,30.5
11.51,2,11.9,60.8
3.33,1,10.4,24.8
1.23,1,17.7,27.6
2.34,1,9.1,31.5
3.25,2,16.0,42.5
8.9,3,12.2,63.2
7.49,1,15.3,48.4
3.72,1,12.4,32.6
2.15,2,20.1,41.7
8.94,1,10.2,51.9
